date,source,page_views,sessions,bounce_rate,likes,shares,comments
2025-06-17,Website,21830.0,13149.0,89.9,3818.0,4141.0,1229.0
2025-06-08,Website,28992.0,28972.0,85.67,3432.0,1706.0,269.0
2025-04-24,Facebook,1159.0,274.0,89.43,2877.0,524.0,2515.0
2025-06-21,Twitter,10788.0,6273.0,24.57,1809.0,4936.0,323.0
2025-05-22,Facebook,47025.0,43957.0,42.04,9610.0,3783.0,2894.0
2025-06-05,Instagram,39648.0,19581.0,9.9,7822.0,2614.0,7.0
2025-05-27,Twitter,24767.0,6830.0,20.83,1289.0,1795.0,2269.0
2025-06-25,Facebook,40804.0,36169.0,88.35,7083.0,450.0,2903.0
2025-05-17,Instagram,17530.0,9836.0,9.62,9464.0,2782.0,1167.0
2025-04-16,Twitter,44444.0,36875.0,13.57,805.0,3993.0,253.0
2025-05-27,LinkedIn,28085.0,6381.0,4.42,5721.0,3046.0,79.0
2025-05-23,Twitter,44006.0,3908.0,97.14,6487.0,2443.0,2565.0
2025-04-20,LinkedIn,37426.0,27048.0,74.29,4105.0,1725.0,1666.0
2025-05-15,Website,47038.0,2275.0,90.6,19.0,2825.0,188.0
2025-06-10,Website,38851.0,10386.0,56.6,5079.0,3178.0,493.0
2025-07-07,Twitter,19714.0,6336.0,1.0,7735.0,3506.0,1978.0
2025-06-02,Instagram,38950.0,20615.0,78.9,1124.0,3339.0,2806.0
2025-05-22,LinkedIn,26505.0,12862.0,34.76,3243.0,3223.0,2545.0
2025-04-22,Instagram,9386.0,6897.0,92.07,7958.0,,2414.0
2025-06-12,Twitter,15820.0,153.0,19.79,1248.0,4534.0,466.0
2025-05-07,Instagram,13568.0,1908.0,88.29,9639.0,1071.0,1200.0
2025-06-22,Facebook,17801.0,9674.0,73.07,9319.0,68.0,2612.0
2025-05-11,LinkedIn,20413.0,7092.0,8.87,5046.0,1959.0,2816.0
2025-07-11,Website,15312.0,2569.0,52.66,5617.0,2265.0,1020.0
2025-05-23,Website,10946.0,9330.0,35.91,7406.0,132.0,1549.0
2025-04-25,Facebook,18649.0,4068.0,62.19,8090.0,3821.0,1194.0
2025-06-10,Website,36146.0,9959.0,36.42,9589.0,3349.0,98.0
2025-07-01,LinkedIn,17450.0,7232.0,33.09,5826.0,4056.0,1614.0
2025-06-07,LinkedIn,9454.0,7237.0,63.14,9482.0,2058.0,1219.0
2025-06-10,Instagram,19653.0,14976.0,54.55,119.0,2274.0,1401.0
2025-07-06,Facebook,39841.0,3427.0,1.5,9493.0,2029.0,538.0
2025-05-31,LinkedIn,16689.0,16090.0,0.54,2915.0,1076.0,2173.0
2025-06-20,Twitter,40586.0,936.0,24.76,2825.0,1967.0,1237.0
2025-05-01,Facebook,19916.0,9032.0,58.47,,3535.0,1610.0
2025-05-01,LinkedIn,49462.0,36015.0,70.14,531.0,4471.0,2023.0
2025-04-22,Website,29919.0,17279.0,71.52,3688.0,4414.0,1592.0
2025-04-29,Website,45813.0,19272.0,87.1,1855.0,4233.0,1967.0
2025-06-05,Facebook,39386.0,22404.0,42.65,8381.0,4895.0,849.0
2025-07-03,Website,18300.0,10007.0,73.22,3483.0,4128.0,642.0
2025-06-28,Instagram,47428.0,22698.0,41.99,9519.0,2421.0,478.0
2025-05-23,Website,24200.0,18097.0,60.22,9141.0,3220.0,2659.0
2025-05-19,Twitter,20818.0,11030.0,74.94,5595.0,453.0,1801.0
2025-06-27,Facebook,5256.0,3574.0,87.19,2129.0,4321.0,2773.0
2025-04-18,Facebook,17624.0,14226.0,0.71,3802.0,2488.0,1067.0
2025-07-01,Twitter,12542.0,11455.0,88.17,8306.0,4710.0,1686.0
2025-05-30,0Fa6TcTV,45538.0,40424.0,56.92,33.0,954.0,994.0
2025-06-28,Instagram,3911.0,1103.0,78.5,5676.0,4643.0,831.0
2025-07-06,Instagram,2557.0,1228.0,57.94,3983.0,953.0,2063.0
2025-06-21,Website,13708.0,5072.0,92.13,5181.0,4851.0,2860.0
2025-05-21,Website,40050.0,34075.0,9.39,498.0,1335.0,621.0
2025-07-04,Twitter,11237.0,9625.0,88.59,1787.0,1360.0,64.0
2025-06-28,Instagram,18745.0,10369.0,55.74,4390.0,1427.0,2328.0
2025-04-27,Website,1177.0,1158.0,14.06,1876.0,sQg11T0u,623.0
2025-06-04,Website,48663.0,20958.0,90.27,8832.0,677.0,1110.0
2025-04-26,Twitter,17234.0,10902.0,56.49,6173.0,3631.0,2709.0
2025-07-03,Facebook,34543.0,24644.0,12.38,8799.0,47.0,405.0
2025-06-24,Twitter,9332.0,1089.0,12.56,6991.0,1322.0,2750.0
2025-06-28,Website,11749.0,10372.0,40.42,3424.0,470.0,1071.0
2025-06-21,LinkedIn,16818.0,13685.0,1.04,5818.0,1826.0,993.0
2025-05-24,Twitter,12046.0,6198.0,12.64,151.0,301.0,1562.0
2025-06-16,Twitter,27914.0,27304.0,13.16,3347.0,2334.0,487.0
2025-04-25,Website,14654.0,2460.0,66.7,5572.0,4444.0,1599.0
2025-06-16,Website,37425.0,15108.0,13.18,944.0,4606.0,1008.0
2025-07-01,Twitter,945.0,2.0,,3296.0,211.0,1313.0
2025-06-19,LinkedIn,32620.0,4317.0,19.69,5109.0,4213.0,1462.0
2025-05-01,Instagram,21237.0,10763.0,78.97,8969.0,2521.0,QWOmMDzX
2025-05-17,LinkedIn,48050.0,9524.0,9.95,3061.0,1151.0,1039.0
2025-06-17,Facebook,6974.0,813.0,70.81,7188.0,3798.0,1292.0
2025-04-24,Twitter,,7611.0,6.72,3352.0,1768.0,2433.0
2025-05-04,Website,44878.0,19658.0,47.19,7553.0,811.0,2969.0
2025-05-19,Twitter,2360.0,1774.0,97.76,1091.0,956.0,2287.0
2025-05-01,Website,8269.0,2135.0,5.51,7085.0,888.0,498.0
2025-05-28,Twitter,3236.0,676.0,82.91,9267.0,220.0,838.0
2025-06-09,Instagram,33753.0,5439.0,80.02,383.0,4225.0,2728.0
2025-06-22,Facebook,22867.0,22734.0,36.43,4243.0,1538.0,911.0
2025-05-03,Facebook,40001.0,26387.0,45.75,6081.0,4823.0,1380.0
2025-06-11,Facebook,16766.0,14131.0,68.6,375.0,1146.0,1859.0
2025-05-24,LinkedIn,19495.0,1830.0,84.52,2528.0,,2128.0
2025-06-20,Website,26905.0,16715.0,67.68,3982.0,2921.0,2249.0
2025-06-29,Instagram,40672.0,6423.0,26.63,2594.0,24.0,2137.0
2025-05-28,Website,27090.0,18303.0,47.72,7177.0,2853.0,2185.0
2025-06-11,Website,44421.0,4116.0,48.46,3296.0,2956.0,1558.0
2025-05-16,Instagram,18607.0,11225.0,81.03,4532.0,2104.0,712.0
2025-04-17,Website,35427.0,20252.0,56.2,6306.0,1253.0,1805.0
2025-07-02,Twitter,24536.0,9310.0,24.95,9483.0,1755.0,2877.0
2025-06-29,LinkedIn,5575.0,5490.0,89.39,1316.0,4740.0,886.0
2025-04-16,Instagram,39742.0,38578.0,18.1,2602.0,1848.0,2874.0
2025-05-04,Twitter,14294.0,5054.0,46.53,4593.0,402.0,137.0
2025-05-20,Facebook,29791.0,26482.0,8.07,6664.0,908.0,1865.0
2025-05-30,Website,3916.0,1747.0,94.29,8831.0,4507.0,473.0
2025-05-17,LinkedIn,20378.0,15845.0,80.08,4795.0,2540.0,1056.0
2025-06-29,Website,9606.0,9185.0,56.08,6543.0,3973.0,2650.0
2025-06-17,Instagram,10155.0,9357.0,12.11,7302.0,4062.0,1523.0
2025-06-08,LinkedIn,8990.0,5668.0,16.42,976.0,4963.0,1777.0
2025-06-15,Facebook,21776.0,4325.0,51.89,1834.0,2833.0,1356.0
2025-06-05,Facebook,36254.0,35060.0,20.43,3523.0,4917.0,890.0
2025-05-20,Website,32830.0,8828.0,74.8,3895.0,2438.0,1505.0
2025-04-15,Instagram,2871.0,2339.0,72.86,7747.0,1870.0,2224.0
2025-05-08,LinkedIn,47358.0,3112.0,61.02,2949.0,4398.0,352.0
2025-06-20,Twitter,24754.0,10560.0,11.92,3479.0,3948.0,2737.0
2025-06-04,Instagram,1783.0,801.0,35.13,7959.0,408.0,716.0
2025-04-30,Instagram,9845.0,4575.0,3.27,5139.0,2071.0,2771.0
2025-05-30,Facebook,11778.0,2110.0,75.66,992.0,50.0,2136.0
2025-06-21,Facebook,6631.0,3074.0,50.98,4084.0,2473.0,1739.0
2025-06-24,Instagram,26186.0,2619.0,74.7,7936.0,2368.0,832.0
2025-05-01,Instagram,,718.0,43.31,3610.0,1774.0,406.0
2025-05-24,Instagram,15106.0,9226.0,85.9,7428.0,1872.0,2949.0
2025-06-16,Instagram,42773.0,6691.0,27.48,5175.0,3237.0,1309.0
2025-06-25,Twitter,5806.0,3299.0,36.29,8056.0,3218.0,1103.0
2025-07-11,Instagram,44394.0,12585.0,71.71,5637.0,1744.0,2469.0
2025-07-04,Facebook,40804.0,4255.0,11.77,8607.0,1050.0,2393.0
2025-04-24,Twitter,26788.0,14789.0,83.42,7075.0,698.0,2235.0
2025-04-30,Website,12096.0,9455.0,52.02,7154.0,4247.0,2204.0
2025-05-06,Facebook,2471.0,1730.0,,7269.0,4047.0,2355.0
2025-05-23,Website,10470.0,10098.0,71.69,224.0,2876.0,880.0
2025-05-27,LinkedIn,31014.0,22230.0,57.05,2364.0,2707.0,2403.0
2025-05-30,LinkedIn,30849.0,20712.0,55.06,1558.0,4889.0,765.0
2025-06-15,Website,31149.0,4839.0,35.08,2529.0,2360.0,536.0
2025-05-08,Facebook,2421.0,1996.0,97.04,8495.0,31.0,2831.0
2025-05-16,Instagram,22971.0,11292.0,38.41,5031.0,2496.0,1584.0
2025-06-21,Website,7261.0,6949.0,58.49,7863.0,2682.0,18.0
2025-04-22,LinkedIn,15433.0,12960.0,89.81,8734.0,3100.0,2812.0
2025-06-27,Website,3603.0,2426.0,90.84,7874.0,3011.0,1966.0
2025-04-28,LinkedIn,30819.0,11222.0,75.78,9748.0,2450.0,2345.0
2025-05-03,Twitter,47376.0,15866.0,70.24,9514.0,958.0,136.0
2025-06-22,Instagram,12600.0,6075.0,84.97,977.0,1212.0,1761.0
2025-07-06,Instagram,3387.0,2356.0,93.24,1981.0,2710.0,2669.0
2025-04-24,Website,31498.0,27072.0,59.34,9963.0,2393.0,1123.0
2025-06-09,LinkedIn,2534.0,2030.0,13.35,7792.0,1408.0,2717.0
2025-06-08,LinkedIn,43601.0,26679.0,95.64,7356.0,1291.0,1552.0
2025-06-28,LinkedIn,47689.0,46980.0,33.94,4665.0,2295.0,1079.0
lBrnWhQ2,Website,19040.0,12452.0,23.67,6921.0,1697.0,1930.0
2025-04-22,Website,5522.0,6.0,67.18,2067.0,1302.0,1837.0
2025-06-04,Twitter,3988.0,3646.0,41.4,5660.0,3173.0,1899.0
2025-07-11,Website,23116.0,22824.0,31.13,7182.0,3534.0,212.0
2025-05-07,Website,24166.0,18760.0,99.22,8603.0,2118.0,1405.0
2025-06-17,LinkedIn,44544.0,3066.0,92.97,8130.0,475.0,1225.0
2025-06-25,,37349.0,9169.0,31.04,4150.0,897.0,699.0
2025-06-13,Twitter,10608.0,201.0,91.18,2964.0,1500.0,2042.0
2025-04-17,Instagram,26083.0,10641.0,fgnWDX1d,7789.0,1113.0,986.0
2025-06-27,Facebook,29293.0,24139.0,59.35,8506.0,1633.0,2613.0
2025-04-27,Instagram,7108.0,6750.0,63.34,9403.0,4555.0,2032.0
2025-05-21,Twitter,1664.0,,84.58,2782.0,3451.0,261.0
2025-04-18,LinkedIn,47140.0,47075.0,56.57,6468.0,4258.0,1197.0
2025-05-19,Website,32945.0,27831.0,22.21,9911.0,918.0,2178.0
2025-07-01,Website,42909.0,32325.0,59.3,4778.0,3251.0,2662.0
2025-06-11,Facebook,33840.0,28495.0,61.79,992.0,2490.0,1895.0
2025-07-04,Facebook,24493.0,13471.0,24.31,5304.0,764.0,719.0
2025-05-07,Instagram,27651.0,22626.0,61.58,5033.0,3850.0,216.0
2025-05-03,Instagram,26075.0,336.0,79.37,2470.0,3070.0,523.0
2025-06-08,Twitter,20326.0,7287.0,89.92,3075.0,4492.0,1267.0
2025-07-09,Website,45452.0,41226.0,62.07,2603.0,3835.0,1268.0
2025-06-13,Twitter,47735.0,1981.0,77.83,8615.0,3155.0,1614.0
2025-05-08,Website,47392.0,17164.0,27.8,1398.0,239.0,2535.0
2025-06-14,Instagram,44255.0,37749.0,31.14,6494.0,3285.0,2012.0
2025-06-01,Website,32499.0,11501.0,77.4,9003.0,3248.0,1252.0
2025-07-11,Twitter,3224.0,722.0,48.91,5633.0,4586.0,978.0
2025-06-02,Website,26141.0,25420.0,54.22,9904.0,3439.0,739.0
2025-06-28,Twitter,15723.0,12342.0,21.42,6653.0,1408.0,285.0
2025-06-06,Website,3282.0,326.0,59.34,1015.0,594.0,3EhGGuSQ
2025-06-28,Facebook,30935.0,16108.0,41.45,2381.0,55.0,355.0
2025-05-08,Instagram,5299.0,2663.0,15.18,5712.0,1680.0,2364.0
2025-05-26,Twitter,7821.0,4491.0,58.99,3061.0,4140.0,1757.0
2025-07-02,Instagram,38646.0,653.0,76.56,2978.0,1862.0,2439.0
2025-06-07,Website,11838.0,11552.0,7.93,7166.0,4337.0,226.0
2025-05-18,Facebook,39311.0,959.0,48.19,2486.0,3989.0,1134.0
2025-05-09,Instagram,13145.0,11609.0,95.47,346.0,4528.0,2726.0
2025-04-17,Facebook,42706.0,34465.0,81.84,320.0,913.0,
2025-06-04,Website,29165.0,9004.0,62.71,938.0,4702.0,1842.0
2025-04-24,,41071.0,3386.0,52.79,6871.0,4809.0,1606.0
2025-04-29,Instagram,47728.0,24581.0,29.32,9737.0,27.0,1970.0
2025-06-18,Facebook,15925.0,8025.0,35.02,3474.0,2680.0,1660.0
2025-06-25,Website,25236.0,14142.0,75.45,1243.0,613.0,2613.0
2025-05-21,Facebook,24988.0,11168.0,17.35,1443.0,2912.0,633.0
2025-05-26,Facebook,8805.0,8750.0,40.95,8020.0,2065.0,864.0
,Instagram,39113.0,12057.0,18.9,868.0,1366.0,2269.0
,LinkedIn,7578.0,2471.0,24.94,4815.0,4773.0,2452.0
2025-07-04,Twitter,18712.0,12208.0,40.95,7576.0,3727.0,430.0
2025-06-28,Instagram,45443.0,12607.0,50.19,9715.0,4051.0,937.0
2025-05-22,Website,12330.0,7636.0,16.79,4892.0,4988.0,1490.0
2025-06-05,Website,44051.0,2124.0,25.62,6755.0,163.0,522.0
2025-05-20,LinkedIn,41299.0,8911.0,37.13,3497.0,2837.0,1246.0
2025-07-10,Facebook,31265.0,14375.0,18.98,3150.0,2836.0,2898.0
2025-04-15,Twitter,21239.0,6673.0,36.47,5810.0,3495.0,1900.0
2025-06-30,Website,wl7cusUt,7204.0,81.7,4329.0,407.0,1174.0
2025-06-21,Facebook,16422.0,111.0,72.1,3730.0,3911.0,291.0
2025-05-15,Facebook,47762.0,23272.0,48.2,679.0,872.0,795.0
2025-04-21,Twitter,29790.0,14266.0,54.45,7221.0,4296.0,242.0
2025-06-12,Twitter,33279.0,16673.0,,7368.0,2271.0,2325.0
2025-06-21,Facebook,34602.0,14435.0,38.25,1667.0,796.0,653.0
,Facebook,19604.0,3140.0,95.62,402.0,4716.0,271.0
2025-05-01,Twitter,9331.0,9060.0,53.96,6292.0,3212.0,2409.0
2025-06-03,Instagram,16828.0,6534.0,46.9,7166.0,518.0,492.0
2025-06-02,Twitter,11773.0,8934.0,70.99,7004.0,2853.0,2877.0
2025-06-04,Twitter,20867.0,7097.0,36.56,8735.0,489.0,813.0
2025-04-22,Instagram,13953.0,7164.0,,4461.0,2487.0,1320.0
2025-05-11,Website,28274.0,17362.0,97.02,9777.0,2201.0,1709.0
2025-06-18,Twitter,22330.0,15972.0,5.88,2178.0,4885.0,1061.0
2025-05-03,LinkedIn,19811.0,4BffjBWM,56.6,7097.0,785.0,1775.0
0XV6uvm2,Instagram,7803.0,374.0,98.01,482.0,137.0,2983.0
2025-05-18,Instagram,35989.0,31002.0,46.42,1060.0,JHk84l8j,176.0
2025-07-08,LinkedIn,2695.0,1883.0,96.16,718.0,370.0,1858.0
2025-06-14,Facebook,45094.0,9962.0,65.89,6488.0,2337.0,507.0
2025-07-13,Facebook,48416.0,9521.0,74.82,7628.0,3333.0,1350.0
2025-07-03,Instagram,8349.0,7711.0,32.83,5280.0,3611.0,2995.0
2025-04-28,Twitter,31789.0,8956.0,98.72,2188.0,2038.0,1601.0
2025-05-19,LinkedIn,37991.0,22852.0,56.59,9611.0,3422.0,2766.0
2025-05-22,Twitter,27704.0,21691.0,22.02,2611.0,601.0,1576.0
2025-05-11,Website,4546.0,3887.0,12.19,3406.0,Fp53aUWc,1755.0
2025-07-08,Website,40056.0,27051.0,71.13,1374.0,2235.0,11.0
2025-04-30,LinkedIn,34743.0,32921.0,45.94,1580.0,2653.0,706.0
2025-07-12,Twitter,42081.0,41180.0,96.74,1711.0,457.0,962.0
2025-04-22,LinkedIn,20729.0,10949.0,82.72,1124.0,16.0,1196.0
2025-06-22,Website,2205.0,2165.0,76.6,6471.0,4592.0,2642.0
2025-06-05,Instagram,33990.0,30285.0,40.28,976.0,3848.0,1664.0
2025-05-03,Instagram,46661.0,31500.0,14.89,5887.0,137.0,377.0
2025-06-11,LinkedIn,44627.0,8103.0,4.71,9910.0,579.0,609.0
2025-06-16,Instagram,8167.0,3784.0,13.25,2930.0,334.0,702.0
2025-06-28,Instagram,46714.0,30019.0,54.64,1433.0,1075.0,141.0
2025-05-18,Twitter,20684.0,20234.0,64.87,9605.0,3679.0,25.0
2025-05-29,Instagram,44015.0,11611.0,75.34,8501.0,1463.0,1737.0
2025-07-13,LinkedIn,38514.0,2887.0,53.73,7208.0,3118.0,494.0
2025-05-08,Instagram,4193.0,3207.0,15.92,4546.0,1656.0,746.0
2025-04-28,Instagram,14224.0,9588.0,54.2,2497.0,3806.0,1022.0
2025-04-30,LinkedIn,30140.0,22805.0,66.47,7666.0,1480.0,1208.0
2025-06-27,LinkedIn,19087.0,18490.0,5.98,6217.0,1638.0,1685.0
2025-06-29,Twitter,13732.0,12466.0,50.65,3967.0,3001.0,1366.0
,LinkedIn,7171.0,158.0,96.73,8201.0,4948.0,318.0
2025-05-20,Facebook,7786.0,,31.89,4986.0,2553.0,436.0
2025-05-09,Twitter,29680.0,23426.0,75.45,8100.0,4599.0,2432.0
2025-05-01,Website,31412.0,12754.0,26.71,5145.0,2561.0,2086.0
2025-05-07,Twitter,23465.0,15025.0,11.36,4586.0,4454.0,2886.0
2025-07-04,Website,23362.0,22912.0,40.69,620.0,4891.0,1018.0
2025-05-29,Website,34678.0,10388.0,24.55,1366.0,1453.0,1046.0
2025-06-15,Twitter,35355.0,15731.0,88.0,4083.0,3666.0,147.0
2025-06-03,Website,,36875.0,13.02,3649.0,4885.0,180.0
2025-05-27,LinkedIn,47189.0,19548.0,56.61,6097.0,363.0,1084.0
2025-07-05,Website,12481.0,5509.0,42.77,1176.0,4355.0,1607.0
2025-04-30,Website,5149.0,713.0,75.67,9505.0,3195.0,
2025-05-15,Instagram,29944.0,2579.0,53.48,2021.0,792.0,2507.0
2025-05-27,Facebook,11826.0,6628.0,68.42,1994.0,4797.0,821.0
2025-04-27,Instagram,43165.0,1222.0,88.84,6466.0,3768.0,1237.0
2025-06-18,Twitter,35934.0,26536.0,66.52,677.0,2613.0,
2025-04-21,Instagram,24816.0,7600.0,27.41,2471.0,2604.0,762.0
2025-06-08,Facebook,40827.0,27017.0,2.84,1773.0,1881.0,1681.0
2025-07-11,Facebook,7131.0,955.0,2.49,6799.0,1806.0,882.0
2025-05-21,Website,28676.0,25938.0,64.81,552.0,1019.0,2590.0
2025-06-12,Twitter,3364.0,2120.0,82.5,1202.0,2655.0,1633.0
2025-05-19,Facebook,47364.0,34551.0,99.13,5009.0,3577.0,1120.0
2025-07-12,LinkedIn,10159.0,978.0,97.08,7059.0,2567.0,
2025-04-26,LinkedIn,25641.0,5160.0,20.97,,2375.0,1572.0
2025-06-02,LinkedIn,3238.0,1781.0,4.33,7758.0,3787.0,2907.0
2025-05-08,Instagram,46448.0,35610.0,49.62,5400.0,1780.0,1978.0
2025-05-10,Instagram,16373.0,5092.0,32.69,6805.0,742.0,2975.0
2025-04-17,Facebook,26790.0,3053.0,97.54,2196.0,996.0,1302.0
2025-05-25,Facebook,24758.0,17550.0,21.34,6659.0,1474.0,1831.0
2025-07-02,Twitter,7412.0,288.0,86.62,418.0,4209.0,977.0
2025-05-16,LinkedIn,28121.0,10119.0,49.05,7931.0,1360.0,1851.0
2025-05-22,Facebook,14843.0,1323.0,31.84,6374.0,817.0,1286.0
2025-04-21,Facebook,15685.0,354.0,18.87,4720.0,3885.0,2365.0
2025-05-27,Website,554.0,538.0,93.63,2508.0,4507.0,2692.0
2025-05-23,LinkedIn,13996.0,13662.0,19.93,677.0,2341.0,594.0
2025-05-23,Twitter,16646.0,8408.0,96.34,9044.0,113.0,2695.0
2025-04-26,Website,45996.0,40247.0,61.65,4799.0,2204.0,2232.0
2025-05-16,Twitter,21156.0,6697.0,1.43,1090.0,2223.0,2566.0
2025-05-25,Facebook,42458.0,27609.0,J41AKGbp,3979.0,1983.0,2946.0
2025-07-03,Facebook,5227.0,4097.0,85.73,1151.0,1438.0,1223.0
2025-06-28,Twitter,20642.0,6349.0,44.03,4474.0,4580.0,1057.0
2025-04-20,Facebook,8328.0,2923.0,95.29,9946.0,2877.0,73.0
2025-06-04,29Nltavg,5553.0,3935.0,80.39,7081.0,2880.0,2672.0
2025-05-28,LinkedIn,5183.0,2460.0,32.18,2240.0,4773.0,1302.0
2025-05-13,Website,9754.0,8284.0,90.31,6745.0,3255.0,2492.0
2025-06-21,Facebook,22955.0,4642.0,sJ32Ovpi,3726.0,2159.0,1623.0
2025-05-13,Instagram,13887.0,10790.0,OD1tVyEV,9075.0,453.0,2262.0
2025-05-09,Facebook,33990.0,30139.0,94.62,2800.0,1648.0,1818.0
2025-05-05,Twitter,31677.0,9504.0,71.76,6530.0,878.0,1084.0
2025-05-15,Twitter,22205.0,10501.0,25.6,4273.0,2889.0,1231.0
2025-05-01,Facebook,6972.0,4847.0,13.14,8042.0,539.0,490.0
2025-07-09,Website,25826.0,5563.0,30.43,9438.0,2733.0,2973.0
2025-04-20,LinkedIn,18314.0,1575.0,78.95,74.0,2909.0,1897.0
2025-04-21,LinkedIn,47037.0,37705.0,63.07,312.0,1666.0,1561.0
2025-06-29,Facebook,16032.0,283.0,71.26,651.0,1686.0,1632.0
2025-04-17,Website,26607.0,14907.0,2.94,8635.0,3378.0,200.0
2025-04-25,Instagram,32868.0,15636.0,58.94,3196.0,3466.0,1838.0
2025-05-25,LinkedIn,47378.0,37277.0,93.86,4987.0,1981.0,2172.0
2025-06-24,Website,35958.0,27778.0,67.82,8243.0,2032.0,2253.0
2025-05-19,Website,10143.0,6329.0,0.9,58.0,2010.0,181.0
2025-07-08,Instagram,6112.0,3681.0,85.07,168.0,1248.0,2925.0
2025-04-20,Facebook,29325.0,24743.0,81.01,5306.0,3650.0,1784.0
2025-05-01,Facebook,13187.0,5871.0,3.72,8527.0,2610.0,1870.0
2025-04-15,Facebook,QZsFvO4w,990.0,54.69,7730.0,2408.0,929.0
2025-05-03,Website,38687.0,37932.0,96.19,3320.0,3795.0,1264.0
2025-04-16,Instagram,31867.0,11110.0,84.83,5615.0,1105.0,2157.0
2025-06-09,Twitter,23888.0,453.0,53.29,4400.0,3972.0,2395.0
2025-05-07,LinkedIn,37654.0,32453.0,19.95,9559.0,1320.0,sMCeVqAE
2025-07-11,Website,4848.0,3207.0,67.14,5753.0,4833.0,241.0
2025-04-30,LinkedIn,6477.0,2861.0,84.53,3235.0,2390.0,703.0
2025-04-21,Facebook,34693.0,34653.0,54.54,,2870.0,1987.0
2025-07-03,Twitter,41012.0,21311.0,84.47,2737.0,3680.0,2346.0
2025-06-01,Facebook,14088.0,9672.0,52.56,8560.0,456.0,19.0
2025-06-14,Website,29079.0,8069.0,35.06,8327.0,4618.0,2367.0
2025-06-07,Instagram,29038.0,23144.0,2.31,7873.0,2314.0,1494.0
2025-06-10,Website,9124.0,1897.0,23.03,4358.0,3096.0,2466.0
2025-06-22,Instagram,24015.0,7300.0,9.47,994.0,2396.0,925.0
2025-06-27,Instagram,6443.0,2874.0,56.2,6796.0,1664.0,2039.0
2025-05-12,Website,1055.0,616.0,14.13,6032.0,1616.0,483.0
2025-05-18,Facebook,31727.0,4158.0,7.87,4997.0,1398.0,180.0
2025-05-15,LinkedIn,14564.0,10223.0,90.78,1701.0,2347.0,1654.0
2025-06-03,LinkedIn,14842.0,14711.0,70.83,9241.0,4315.0,1639.0
2025-06-14,Website,14912.0,3803.0,30.55,5030.0,3427.0,1880.0
2025-06-15,Website,22043.0,19528.0,39.11,8206.0,644.0,2059.0
2025-04-20,Facebook,24691.0,19483.0,23.47,140.0,4990.0,531.0
2025-05-12,Facebook,41239.0,32340.0,86.97,2783.0,3158.0,2533.0
2025-05-29,LinkedIn,39272.0,23630.0,8.77,3334.0,3904.0,2462.0
2025-04-26,Twitter,8865.0,3507.0,75.53,1517.0,3992.0,946.0
2025-05-22,Instagram,12834.0,9625.0,63.77,3313.0,3753.0,2645.0
2025-06-05,LinkedIn,30582.0,9719.0,26.83,5770.0,3130.0,81.0
2025-06-24,Website,47032.0,29496.0,76.77,4450.0,644.0,1366.0
2025-06-23,Facebook,44867.0,1714.0,65.56,128.0,2228.0,2723.0
2025-05-28,Facebook,16085.0,11866.0,71.21,2539.0,2462.0,1188.0
2025-06-10,ihGSABCo,6470.0,5191.0,24.83,7311.0,4055.0,2458.0
2025-06-06,LinkedIn,31146.0,21192.0,82.63,7403.0,1183.0,1618.0
2025-05-14,Twitter,44022.0,43124.0,15.58,4988.0,791.0,2853.0
2025-05-13,LinkedIn,6653.0,4008.0,13.14,,3276.0,2360.0
2025-06-04,LinkedIn,27572.0,1481.0,31.45,1387.0,3219.0,917.0
2025-06-18,Instagram,37644.0,34819.0,25.39,3502.0,4146.0,2263.0
2025-06-04,Website,4361.0,1441.0,65.45,9612.0,1055.0,232.0
2025-06-24,LinkedIn,19756.0,12460.0,52.71,3837.0,4998.0,1699.0
2025-05-08,LinkedIn,46096.0,26363.0,42.13,6457.0,3152.0,2595.0
2025-06-02,Website,10209.0,3993.0,49.05,6062.0,4810.0,R9DU52QQ
2025-05-24,Twitter,36709.0,1814.0,40.55,972.0,187.0,61.0
2025-06-28,Instagram,29336.0,8811.0,41.11,7249.0,1407.0,2911.0
2025-07-04,LinkedIn,10348.0,6550.0,82.06,3760.0,4982.0,2207.0
2025-06-15,,26814.0,14831.0,81.76,7079.0,4814.0,2903.0
2025-06-03,LinkedIn,6786.0,2513.0,87.49,2260.0,348.0,1598.0
2025-06-07,LinkedIn,39442.0,21391.0,12.7,7273.0,2649.0,1342.0
2025-07-11,Facebook,14092.0,2410.0,70.84,6616.0,2812.0,203.0
2025-06-13,Website,3768.0,2279.0,93.71,4129.0,3948.0,2695.0
2025-05-19,Website,39635.0,12633.0,96.26,1985.0,3615.0,1423.0
2025-07-08,Website,17796.0,8526.0,33.32,8737.0,1669.0,276.0
2025-04-19,Facebook,32969.0,32964.0,zM3S2Mxl,1121.0,3660.0,2474.0
2025-05-20,LinkedIn,2395.0,376.0,21.11,3927.0,592.0,580.0
2025-07-05,Instagram,9820.0,808.0,80.0,6133.0,2858.0,859.0
2025-06-21,Website,17064.0,6702.0,73.85,1088.0,3231.0,111.0
2025-05-14,Twitter,1234.0,230.0,70.38,3003.0,4533.0,2528.0
2025-04-19,Facebook,21628.0,4829.0,29.15,253.0,1845.0,679.0
2025-04-29,Facebook,48565.0,15223.0,66.88,1382.0,3503.0,392.0
2025-05-22,Instagram,41845.0,35069.0,97.93,8872.0,1685.0,546.0
