date,platform,campaign_id,impressions,clicks,conversions,spend,cpm,cpc,cpa
2025-04-21,Meta Ads,dadf839b-bcdb-463c-9998-6f334308cb4d,55053.0,22053.0,13896.0,3310.51,60.13,0.15,0.24
2025-06-23,LinkedIn,,53885.0,7210.0,4301.0,9439.43,175.18,1.31,2.19
2025-05-09,Meta Ads,119b32f6-f9a0-4e9d-9933-237a4b68603d,37459.0,3939.0,1517.0,1324.38,35.36,0.34,0.87
2025-06-17,Twitter,d6e1fbfd-9d24-4194-9c8e-fe31ec29b072,95195.0,70626.0,32514.0,7329.66,77.0,0.1,0.23
2025-05-28,LinkedIn,bc2868a8-c58f-4f7d-a92f-49d77c6b8604,35482.0,,9228.0,6217.14,175.22,0.41,0.67
2025-04-16,LinkedIn,08744b8e-2d9a-4ee3-b125-6cd6c3d5ac4f,72197.0,18693.0,18272.0,1027.13,14.23,0.05,0.06
2025-05-29,Meta Ads,9c3ed85e-b0dc-41d7-8888-38d21e54b9a7,24382.0,22654.0,19618.0,9404.96,385.73,0.42,0.48
2025-06-30,Google Ads,dea59e68-9f26-44f5-a942-80c1129515fd,5815.0,491.0,71.0,7043.94,1211.34,14.35,99.21
2025-06-08,Twitter,9572dcfe-4080-4de0-8cba-d5cff64051ff,75860.0,27538.0,6878.0,5901.39,77.79,0.21,0.86
2025-05-14,Meta Ads,6e912def-a534-4db9-9064-580383e5dd24,24237.0,9381.0,4346.0,1457.42,60.13,0.16,0.34
2025-05-24,Meta Ads,332d9532-e66d-42ed-8166-a2822af1f687,30643.0,12459.0,9888.0,4543.58,148.27,0.36,0.46
2025-06-30,Meta Ads,977ca553-6fd6-4322-8b1e-3a9eee5e87b2,23592.0,2633.0,1596.0,1605.59,68.06,0.61,1.01
2025-05-24,Google Ads,aedc7c35-bc1b-4e91-baa5-250b691f9917,90230.0,29031.0,23695.0,4529.25,50.2,0.16,0.19
2025-04-15,Meta Ads,1ba41df1-fecf-420f-9639-ac2f4b7a2a0f,64705.0,59462.0,42130.0,5109.81,,0.09,0.12
,Meta Ads,4eb86aba-650f-4844-84eb-05685f0a478b,89785.0,48356.0,38865.0,3838.08,42.75,0.08,0.1
2025-04-21,Twitter,3cd512e2-c686-44bb-aeed-f3c6e4b942da,38893.0,14055.0,9832.0,9802.5,252.04,0.7,1.0
2025-07-11,Twitter,c8c81303-f46f-443b-91f1-59467c71d9a9,81294.0,37794.0,10333.0,6138.78,75.51,0.16,0.59
2025-07-12,Meta Ads,c764de18-4f52-45c8-ac3a-393dfbc6be60,74184.0,59461.0,36053.0,32.87,0.44,0.0,0.0
2025-05-20,Q67lzcMI,6b5dcf4c-b865-4daa-9e55-f5ccd18b0f4f,28613.0,3194.0,2113.0,5458.42,190.77,1.71,2.58
2025-05-14,Google Ads,93ccaf94-59ce-49eb-b94e-61bb7e13c5a0,28657.0,13628.0,4101.0,8709.71,303.93,0.64,2.12
2025-05-11,Twitter,c5e06e97-1408-4c0a-bd49-8d6dd9568615,6430.0,4511.0,2474.0,,158.8,0.23,0.41
2025-06-13,Twitter,2f13edb2-1215-4630-b449-f5c2930803e0,23485.0,16438.0,5946.0,5820.79,247.85,0.35,0.98
2025-04-15,J3uFg7ks,39e7d17a-5098-45e7-8c78-6834c9191a13,6880.0,3830.0,2671.0,3724.86,541.4,0.97,1.39
2025-04-27,LinkedIn,24ec21d2-2124-4281-9ec0-c1d99f2dd77f,38964.0,31899.0,27360.0,5752.41,147.63,0.18,0.21
2025-05-18,Google Ads,99962ee1-18cc-4d66-9efe-9aca5240e1e2,60715.0,9030.0,6919.0,665.47,10.96,0.07,0.1
2025-04-28,Google Ads,5fdf222f-fda5-4715-9ca1-088268d6208f,57591.0,53855.0,1770.0,2503.22,43.47,0.05,1.41
2025-05-14,LinkedIn,3201c55a-4b63-4a2d-9125-d17135550081,93173.0,86892.0,36607.0,6952.11,74.62,0.08,0.19
2025-04-18,Meta Ads,c3ef44b8-67f1-4f55-9ff2-4d633e6a6c18,36318.0,33656.0,18713.0,5766.25,158.77,0.17,0.31
2025-05-08,Twitter,1ae0ecb7-5348-4d1a-94cd-f385fc065fd2,13706.0,10239.0,4034.0,7859.34,573.42,0.77,1.95
2025-05-20,LinkedIn,d86949a5-db70-4f0c-bf3b-8d6e43109e41,79225.0,72115.0,31660.0,9753.57,123.11,0.14,0.31
2025-04-19,Google Ads,4ce6b771-5d5d-438a-b8b1-f867a3e76b09,13061.0,3526.0,1768.0,2937.79,224.93,0.83,1.66
2025-05-18,Meta Ads,8621c466-7320-4398-b4ef-8230d3b4888b,57015.0,35501.0,24391.0,1709.45,29.98,0.05,0.07
2025-06-11,LinkedIn,2d0d53e0-9365-4f11-9a84-80b14e6a1698,57565.0,46872.0,6816.0,7557.61,131.29,0.16,1.11
2025-05-25,LinkedIn,62c33019-3433-4c6e-855c-62bd5e0e608d,17757.0,16583.0,11123.0,6652.05,374.62,0.4,0.6
2025-06-02,Google Ads,b61df1b9-6ad5-4f1f-97bd-5e497d1f727e,36523.0,29166.0,19190.0,307.26,8.41,0.01,0.02
2025-05-31,Google Ads,28600e57-6fbb-4661-94db-2e07ebd95ff7,98851.0,12786.0,4832.0,2464.21,24.93,0.19,0.51
2025-06-26,Meta Ads,7a31491a-8da9-41f9-a2df-772910f11c95,56976.0,14275.0,6505.0,1174.63,20.62,0.08,0.18
2025-05-08,Meta Ads,58e402c4-6cc3-4b4d-bb7b-4e908747d646,60847.0,19969.0,8990.0,2725.07,44.79,0.14,0.3
2025-05-02,LinkedIn,b1e8b42a-5a03-4cc8-a1cc-a621b0886366,20773.0,18394.0,15348.0,8673.08,417.52,0.47,0.57
2025-07-08,Google Ads,669bba63-b97e-4710-869c-2aa26994b556,51757.0,37970.0,17871.0,1156.38,22.34,0.03,0.06
2025-04-29,Google Ads,48950ffd-f1ae-4440-aedb-cc4bff3ce20f,20009.0,17512.0,8208.0,1924.52,96.18,0.11,0.23
2025-06-25,Twitter,7e763f65-394e-422e-bf03-0dd3cc8fded3,34208.0,4530.0,977.0,7837.47,229.11,1.73,8.02
2025-06-13,LinkedIn,44dde772-35ba-49e3-8aef-1a444379046c,45174.0,16085.0,13543.0,1795.27,39.74,0.11,0.13
2025-04-24,Meta Ads,f42ea45a-3138-4d58-87ec-0f8512373a42,60694.0,42252.0,34537.0,6323.66,104.19,0.15,0.18
2025-07-04,LinkedIn,4c9d3ee2-bcdb-459c-8bff-a14f54d62f2f,33406.0,3672.0,2822.0,o6HNnrPK,291.23,2.65,3.45
2025-04-16,Google Ads,951b5eb0-7387-4d30-acf5-6187ddb6912b,42166.0,10630.0,1079.0,936.05,22.2,0.09,0.87
2025-06-09,Google Ads,27ba7740-32a9-45eb-a5cc-61c5df67853e,26399.0,20477.0,14979.0,9164.51,347.15,0.45,0.61
2025-05-05,Google Ads,d33be018-a226-49ec-93bc-342117dd0b1b,60825.0,40102.0,678.0,8318.97,136.77,0.21,12.27
2025-05-23,Twitter,e369a4a3-e95a-40f1-8ed2-69daab6f369d,51434.0,10646.0,8647.0,6201.2,120.57,0.58,0.72
2025-07-11,LinkedIn,b5e8d2b6-505d-4a2e-b40e-f3a0280b67dc,22725.0,22116.0,14792.0,5485.32,241.38,0.25,0.37
2025-04-25,Meta Ads,c27f8bad-dfda-488f-a6c3-91869a754cdc,11965.0,8168.0,7391.0,6115.48,511.11,0.75,0.83
2025-05-21,LinkedIn,6e5b2325-6b98-4494-8c06-0b5e475310d8,83248.0,15128.0,4108.0,2362.91,28.38,0.16,0.58
2025-04-28,Twitter,0cc79038-4bd5-4179-9074-bbd5f740c007,44396.0,30792.0,8169.0,2118.55,47.72,0.07,0.26
2025-05-08,,81c888ee-6fe9-4ff0-9d31-dfc8adec9902,22471.0,16782.0,811.0,2825.2,125.73,0.17,3.48
2025-06-18,Twitter,a3812f96-bea8-429b-bac3-f9ef72639181,35669.0,23536.0,,3627.31,101.69,0.15,0.6
2025-07-12,LinkedIn,05f42116-0871-424c-808b-a76476942ffa,20567.0,12987.0,11220.0,924.93,44.97,0.07,0.08
2025-07-04,Twitter,bd86784e-0865-4e29-b677-5dfaf9922a81,91760.0,68544.0,7396.0,4871.82,53.09,0.07,0.66
2025-05-22,Twitter,aa560174-5f18-406a-86da-ed9fe8dad1e6,19861.0,2170.0,2011.0,8424.62,424.18,3.88,4.19
2025-05-19,Google Ads,1c0714c1-c338-4ffa-b596-f33b95054548,24644.0,2708.0,1077.0,7356.68,298.52,2.72,6.83
2025-07-04,Twitter,723ba05f-eba9-40db-aaa9-0fa8136f84f8,24239.0,7842.0,2822.0,1273.75,52.55,0.16,0.45
2025-07-10,Google Ads,d78c72aa-b1f7-4022-bd85-b581eeb332e6,1406.0,374.0,159.0,947.7,674.04,2.53,5.96
2025-05-08,Meta Ads,6189fc02-d0bf-490c-8c84-14a907c2c0d3,96780.0,5739.0,1154.0,6907.74,71.38,1.2,5.99
2025-05-26,LinkedIn,93e6c5b3-353a-4e61-ae08-bfe28cd64246,30859.0,30789.0,2837.0,6638.06,215.11,0.22,2.34
2025-04-30,Meta Ads,54cf7087-fcbb-43da-9ee5-3ed22395c8be,3089.0,186.0,121.0,5870.88,1900.58,31.56,48.52
2025-05-08,LinkedIn,4c85395d-7250-4041-9823-9202543cac2c,6511.0,3465.0,2593.0,3922.68,602.47,1.13,1.51
2025-05-26,Twitter,29d74d2b-a37b-41e6-8781-0723849f160c,1529.0,654.0,534.0,549.98,359.7,0.84,1.03
2025-05-13,Twitter,a2b0c491-ce32-4b87-8875-5b4259b5a8fd,52264.0,23094.0,4548.0,7506.66,143.63,0.33,1.65
2025-06-28,Twitter,bcda4bb3-e76c-4b84-98b9-1d4772aceb05,68021.0,63805.0,2256.0,1183.32,17.4,0.02,0.52
2025-05-04,Meta Ads,145417fe-c944-4392-aae8-da8f453b00c1,63060.0,13337.0,5763.0,7505.95,119.03,0.56,1.3
2025-06-13,Google Ads,5760c2b3-c10d-4d57-8c23-bf54b7907b3b,1045.0,376.0,241.0,460.43,440.6,1.22,1.91
2025-07-04,Meta Ads,7e3be8c5-2e7e-4328-9166-d14556bba0b8,94796.0,62849.0,10514.0,2159.35,22.78,0.03,0.21
2025-06-19,Twitter,77d375ce-ba99-4a5a-a8c9-8c2b0970233c,11314.0,11284.0,5915.0,6519.48,576.23,0.58,1.1
2025-07-04,Google Ads,a2ae8386-6cb7-4154-9095-9aea354ffe78,77681.0,7618.0,5276.0,2223.26,28.62,0.29,0.42
2025-07-08,Twitter,50dc24e4-3d78-4062-b242-0de9b7e5fba1,94599.0,54538.0,7515.0,2397.49,25.34,0.04,0.32
2025-04-30,Twitter,2e4c9c89-2f25-42e1-bc5b-ba958799ff4e,31677.0,4156.0,2893.0,4109.75,129.74,0.99,1.42
2025-04-19,Google Ads,111162ed-ab1e-4fc1-a3d0-524c16f07e1b,11228.0,2125.0,1611.0,283.97,25.29,0.13,0.18
2025-06-16,Twitter,feef6d33-5628-4920-baf4-31d9f6d933c2,86167.0,47167.0,33350.0,9941.08,115.37,0.21,0.3
,LinkedIn,a926800e-6ff6-4c06-bd31-9aee7de71ad5,3917.0,1336.0,1142.0,7473.14,1907.87,5.59,6.54
2025-06-04,Twitter,22ce782b-ec55-436e-9949-f3f752a9cfc2,59028.0,49402.0,36249.0,9494.53,160.85,0.19,Ap6Bddsu
2025-06-05,LinkedIn,4fd56de9-b4ec-41fb-9f28-5bf28b18e73b,73890.0,46915.0,34616.0,5834.61,78.96,0.12,0.17
2025-06-07,Google Ads,d8d10513-7501-4c53-b6a0-69bc1cdc97cb,73256.0,64102.0,40422.0,4312.6,58.87,0.07,0.11
2025-05-13,Meta Ads,1d88d23c-f748-4c38-8a08-1d7273e2367b,52752.0,11961.0,1065.0,1540.71,29.21,0.13,1.45
2025-04-19,LinkedIn,24c557e8-cad0-45e0-8460-973a820b61ac,22035.0,13252.0,3168.0,6919.83,314.04,0.52,2.18
2025-06-16,Google Ads,3956ca04-7b21-4acb-8f05-7dcb3563e249,92527.0,77764.0,48555.0,7099.71,76.73,0.09,0.15
2025-04-22,Meta Ads,918037c4-15d1-425a-be22-e61cadfe36f8,10404.0,3977.0,1398.0,7128.7,685.19,1.79,5.1
2025-06-06,LinkedIn,c728b31c-dd44-4c59-8395-379cf81bf98d,63011.0,31040.0,23590.0,9205.2,146.09,0.3,0.39
2025-06-11,Meta Ads,463e8372-a6c4-45d5-bb45-49182dbd6f77,67360.0,24415.0,21000.0,8462.75,125.63,0.35,0.4
2025-05-25,Twitter,f9344583-e936-4d55-b753-2e68f423a63e,49040.0,14977.0,11765.0,9722.93,198.27,0.65,0.83
2025-06-01,fk5YXgJt,8f4396b4-9292-4bef-9676-66816c2ae8a0,14750.0,13593.0,9610.0,4567.47,309.66,0.34,0.48
2025-04-28,Meta Ads,2e0549d1-2e99-4287-bbf0-22ed64074b67,,46.0,4.0,5717.6,49718.26,124.3,1429.4
2025-07-07,Meta Ads,c3803c9c-6e65-4026-8822-2243d0348237,95131.0,6035.0,5966.0,2196.83,23.09,0.36,0.37
2025-04-22,LinkedIn,dd8de424-336e-41b9-a4e4-82038340e286,1410.0,852.0,282.0,5038.75,3573.58,5.91,17.87
2025-07-12,Meta Ads,4e57986b-0da9-4438-8907-2c69a9ec0bec,45419.0,32963.0,21944.0,5666.36,,0.17,0.26
2025-04-30,Twitter,a95c2bb8-9b1a-4803-afd5-1b9add1b8cdf,59598.0,114.0,63.0,2329.86,39.09,20.44,36.98
2025-05-17,Google Ads,962c9701-b1c9-4398-abc1-e834b2735242,73634.0,38158.0,23781.0,5964.95,81.01,0.16,0.25
2025-06-24,Google Ads,14d67c82-c6f4-47b8-87dc-448bab5dfa78,41078.0,16084.0,12077.0,567.65,13.82,0.04,0.05
2025-05-21,LinkedIn,909c6641-befb-45bc-9905-0c6da413d2d8,34688.0,23210.0,4847.0,2904.72,83.74,0.13,0.6
2025-05-24,LinkedIn,a9b36118-31b6-4f68-b081-47943b255415,35633.0,,1613.0,7941.87,222.88,2.0,4.92
2025-05-10,LinkedIn,6edbcedd-3cee-4b33-9cf5-63816534c35b,50226.0,14026.0,12650.0,4444.23,88.48,0.32,0.35
2025-07-12,Twitter,10a50bbf-fc2d-40e1-8b85-dc655f1aaab9,37796.0,24133.0,18833.0,4237.0,112.1,0.18,0.22
2025-04-15,Twitter,357f85c6-d544-433b-8c94-926f1cffef8f,4821.0,3283.0,1368.0,1572.15,326.1,0.48,1.15
2025-05-13,Twitter,b3e6daa7-e166-4ad5-8ffb-656abae7ddfc,,38475.0,32771.0,673.4,7.61,0.02,0.02
2025-06-07,Meta Ads,ed3a868e-6041-4faa-a29d-90674e889618,35507.0,34641.0,15337.0,9190.99,258.85,0.27,0.6
,LinkedIn,9c9ca37c-8611-4a60-ae1f-4c5cd8412e2f,47711.0,7042.0,3498.0,830.88,17.41,0.12,0.24
2025-05-25,Google Ads,56e62103-c1e3-4ef0-8815-e535ab26ede3,46455.0,32542.0,6502.0,5915.31,127.33,0.18,0.91
2025-05-09,Google Ads,1d5e7fcf-fc55-488e-a99e-d6fa182d470c,83088.0,43600.0,15072.0,8986.79,108.16,0.21,0.6
2025-06-21,Google Ads,fbb617e8-7938-4115-9c2d-12aad2945d72,9868.0,7407.0,2528.0,5660.32,ZreDt23r,0.76,2.24
2025-05-19,Google Ads,39d1d2a1-1ae0-4059-b825-480513ebbac9,52078.0,7647.0,5498.0,8452.64,162.31,1.11,1.54
2025-05-11,Meta Ads,1d1dd192-82e8-47f1-b193-48f93a2c6d8f,38411.0,6085.0,3537.0,7549.61,196.55,1.24,2.13
2025-04-25,Meta Ads,0c3e9d8a-97d8-4ca0-b4a6-1e7b16797eae,58906.0,47831.0,36510.0,8441.3,143.3,0.18,0.23
2025-07-11,LinkedIn,d0fe0529-1d2f-4996-8408-4b4b5f36a680,14922.0,8163.0,6712.0,7049.6,472.43,0.86,1.05
2025-05-25,LinkedIn,f7342f58-47da-4a0c-852a-5cd8c2708f73,49853.0,17203.0,9533.0,1059.85,21.26,,0.11
2025-05-29,Twitter,eb7ab6c0-9cf8-460d-adc0-e3ecacc2eff5,24170.0,12716.0,7892.0,9130.9,377.78,0.72,1.16
2025-04-25,Meta Ads,65d3ddda-5572-437b-ba5f-34724a0f00b6,20262.0,19464.0,14890.0,7084.53,349.65,0.36,0.48
2025-04-26,Meta Ads,f69dc05a-8daa-479a-baab-c43dfcfe79c7,60266.0,23621.0,18272.0,7334.17,121.7,0.31,0.4
2025-05-06,Twitter,6642eccf-57fe-42c2-9f10-7c119460efd3,33526.0,20500.0,1274.0,1363.38,40.67,0.07,1.07
2025-04-16,Twitter,8a19acb4-1fbd-4af8-b8ed-aca585f27b0a,13469.0,7234.0,3415.0,544.36,40.42,0.08,0.16
2025-04-24,Meta Ads,f71ce450-61b0-48ff-ba7b-b7389a0e5ea2,31023.0,12495.0,2074.0,3629.42,116.99,0.29,1.75
2025-05-22,Meta Ads,a993a22c-f4ea-4cac-bafd-fc72c0bc4712,89937.0,70127.0,4042.0,478.99,5.33,0.01,0.12
2025-06-21,Twitter,9569c3ab-1d2f-4447-8d8b-5c8009074506,18778.0,1851.0,1212.0,7139.86,380.22,,5.89
2025-06-12,Meta Ads,de1c7514-8459-468a-861c-af96a7c4cfca,61170.0,34367.0,27356.0,4531.73,74.08,0.13,0.17
2025-05-21,Meta Ads,f904ad75-1430-4455-b624-7ae8b34251dd,85779.0,34133.0,8430.0,5563.75,64.86,0.16,0.66
2025-04-25,Meta Ads,1309c368-3621-4208-86fd-6e871d3df28a,11520.0,5886.0,3098.0,3604.32,312.88,0.61,1.16
2025-04-26,Twitter,8649c50f-3b9e-4f76-a609-25693122adea,51843.0,21659.0,9634.0,9071.35,,0.42,0.94
2025-05-26,Meta Ads,59aa5aed-3079-43ca-abcb-893283398331,4880.0,3722.0,3178.0,6900.94,1414.13,1.85,2.17
2025-06-18,LinkedIn,201c561a-dd5d-495f-bbfa-bf10a4adb273,51124.0,35437.0,8409.0,vqVYXC0A,83.7,0.12,0.51
2025-06-15,Twitter,5d27f439-fd66-43f3-acad-682e0b64faca,55497.0,23114.0,12147.0,1037.69,18.7,0.04,0.09
2025-04-23,Meta Ads,3952074b-0c75-45ce-88b2-1d01008e548b,43106.0,3335.0,2782.0,2175.33,50.46,0.65,0.78
2025-07-09,Twitter,c702ce13-e9ce-4bff-972e-7c556d670e9f,73476.0,i9byRu3W,38519.0,8084.5,110.03,0.13,0.21
2025-05-23,Meta Ads,d76bddc7-48ab-447c-ab6e-b0d6e864db0c,55427.0,,5943.0,8907.62,160.71,0.38,1.5
2025-06-05,Twitter,f6936e43-013c-4ecc-af99-a9cc3dee20ae,92015.0,52162.0,12785.0,9962.92,108.27,0.19,0.78
2025-06-23,Twitter,6e371aa4-0b70-4df4-9407-9955e6d1b3d0,45895.0,6503.0,2200.0,4303.63,93.77,0.66,1.96
2025-07-13,Meta Ads,1e539e1b-5347-4d6a-9ad9-8b2a15bff508,7012.0,1586.0,328.0,4207.87,600.1,2.65,12.83
2025-04-30,Meta Ads,,70745.0,62524.0,26925.0,8649.72,122.27,0.14,0.32
2025-06-05,Google Ads,d8ec2381-041e-430d-b4c7-153996e5ed35,69401.0,69150.0,58799.0,3649.51,52.59,0.05,0.06
2025-05-24,Twitter,e2e2adf8-1d1c-442c-8614-b6b4312ff676,5573.0,2680.0,1520.0,1779.2,319.25,0.66,1.17
2025-05-12,Google Ads,4c83de8d-8fc9-487d-b586-cf7ca287ae29,62648.0,20779.0,72.0,459.02,7.33,0.02,6.38
2025-05-21,Meta Ads,3ad61497-23ca-4285-a032-efea9dd77516,14008.0,9894.0,2312.0,2033.13,,0.21,0.88
2025-07-13,LinkedIn,Kd2Zw7Se,15789.0,6423.0,4962.0,1009.38,63.93,0.16,0.2
2025-07-13,LinkedIn,f5446305-36d5-4976-828b-46c845d1e348,46721.0,42180.0,,8515.57,182.26,0.2,8.35
2025-07-13,Google Ads,0582ac8c-6fa5-4a07-b8c2-1ec889a17095,10108.0,8098.0,5657.0,9342.13,924.23,1.15,1.65
2025-04-19,LinkedIn,f803e140-e24d-4799-8b95-aa1703765eca,65653.0,54626.0,4417.0,4265.64,64.97,0.08,0.97
2025-05-25,Twitter,a313e9cd-6b00-4147-9046-48986df9225c,36337.0,14546.0,6313.0,8864.38,243.95,0.61,1.4
2025-06-11,Google Ads,732caca8-20a8-4f55-862b-3c8126b9abe0,82302.0,55932.0,18040.0,905.6,11.0,0.02,0.05
2025-07-12,Twitter,5e38fc2b-7ede-49d9-bb2d-d8867058bf4a,82820.0,35175.0,29581.0,1636.43,19.76,0.05,0.06
2025-07-09,Meta Ads,80fae461-bd64-4683-891d-cace13d1e5d9,3372.0,714.0,699.0,9030.65,2678.13,12.65,12.92
2025-06-06,Google Ads,07b32c0c-06eb-42ec-8512-6a1fb5f9ffef,6440.0,5571.0,5149.0,4627.95,718.63,0.83,0.9
2025-06-16,Google Ads,7697bfbc-e3c2-4683-bf43-591af5b2e60e,60701.0,653.0,21.0,3806.15,62.7,5.83,181.25
2025-07-02,Meta Ads,55c77fc6-9b43-4143-963d-9d01d94bcaf9,70769.0,10399.0,348.0,9589.15,135.5,0.92,27.56
,Meta Ads,046efb78-a1a8-4cbd-a7f5-364fbebb7e02,68652.0,25281.0,19556.0,8124.54,118.34,0.32,0.42
2025-05-08,Google Ads,5c2313dd-b969-4c23-b41a-fcc0da90c2b6,73023.0,38731.0,28863.0,8001.58,109.58,0.21,0.28
2025-05-27,Google Ads,b23a22a7-4432-4987-8c31-ddfa4f0ed0b9,5291.0,719.0,80.0,5476.92,1035.14,7.62,68.46
2025-04-26,Google Ads,79750456-699a-44ac-b2c9-8ff289b74878,40134.0,7559.0,3386.0,7603.19,189.45,1.01,2.25
2025-05-16,Meta Ads,9f6bb08c-9551-44ec-80ec-fd17883c583e,76528.0,19354.0,17767.0,8334.64,108.91,0.43,0.47
2025-05-09,Twitter,1d3b0a6c-12f8-4405-b1d1-ebc36fb44ab3,2176.0,1406.0,634.0,9552.34,4389.86,6.79,15.07
2025-05-29,Meta Ads,0d154fbc-7e9d-4f69-9308-aab2646e0c5a,6424.0,446.0,230.0,5317.37,827.74,11.92,23.12
2025-06-10,Meta Ads,132b11b0-88ff-4cbe-b90b-558915e4099e,21722.0,10536.0,10199.0,6798.96,313.0,0.65,0.67
2025-06-19,LinkedIn,4c492222-9b94-4c2d-83c2-7b9604752dd2,82181.0,22151.0,6459.0,5298.3,64.47,0.24,0.82
2025-04-21,Meta Ads,00fe6ed4-6cba-4c67-bccb-635b5f3b19ba,38110.0,8011.0,5305.0,5679.29,149.02,0.71,1.07
2025-06-22,Meta Ads,AlFeARBH,24388.0,21807.0,16882.0,7478.67,306.65,0.34,0.44
2025-04-21,Twitter,a509011f-fa82-4988-ae3a-d9cd19eb0141,58398.0,17039.0,4718.0,2986.95,51.15,0.18,0.63
2025-05-19,Twitter,c00d261b-cdc3-456a-8489-ac58306dcd2c,73239.0,34416.0,8406.0,2973.67,40.6,0.09,0.35
2025-05-11,Meta Ads,403f1033-36d8-4483-a053-88a9532ec9af,98181.0,58532.0,38557.0,7744.74,,0.13,0.2
2025-07-05,Google Ads,07c1dcca-34ef-4f9f-99df-1b34c292a19e,94114.0,82168.0,52812.0,260.12,2.76,0.0,0.0
2025-04-18,Meta Ads,36011e1c-eeee-4136-b098-511d664106f2,29336.0,14770.0,416.0,2006.28,68.39,0.14,4.82
2025-06-04,Google Ads,7b8bc7d8-fd5b-47a7-8b2d-3e51e4841e8f,54490.0,44072.0,34967.0,8517.71,156.32,0.19,0.24
2025-04-23,Google Ads,7ac5b8c3-69a5-41b5-aee9-b7e8c09d55f9,71705.0,57729.0,21113.0,3341.12,46.6,0.06,0.16
2025-07-12,Meta Ads,d47c7d78-b9fb-4b3f-8c39-bc12c29eda47,5589.0,974.0,495.0,9358.92,1674.52,9.61,18.91
2025-06-12,Twitter,82cac915-ad23-4fae-a5e9-1c437582551f,83148.0,62919.0,6153.0,256.31,3.08,0.0,0.04
2025-06-11,Twitter,87c7925c-0094-4a75-9407-063519d55927,81182.0,51937.0,29996.0,3664.64,45.14,0.07,0.12
2025-06-13,Meta Ads,7506163d-fdd3-4bcb-8f58-496550ca6972,43203.0,36073.0,15299.0,8088.35,187.22,0.22,0.53
2025-05-24,LinkedIn,c4a72ac1-3451-42f7-9ed4-ffa8a5d1e5d2,98361.0,89521.0,10594.0,9786.84,99.5,0.11,0.92
2025-04-26,Twitter,34c7098f-2aed-45b1-8037-4c063850e256,87904.0,25874.0,9437.0,3658.59,41.62,0.14,0.39
2025-07-12,Meta Ads,3b5c9434-b8de-4f51-8348-f8c5e0812197,26489.0,2411.0,2130.0,7573.12,285.9,3.14,3.56
2025-06-06,LinkedIn,f27a86e8-0166-4eb4-a77f-f666c7d1af36,67688.0,42951.0,12944.0,9105.77,134.53,0.21,0.7
2025-07-07,Twitter,48581133-ff48-4cf3-b68b-618ce16ea15a,64217.0,23272.0,4988.0,3887.49,60.54,0.17,0.78
2025-06-29,Meta Ads,994c6f28-a02c-4eee-a4eb-e35096cdec9b,63140.0,35747.0,14211.0,4507.96,71.4,0.13,0.32
2025-05-25,Twitter,9a3c4100-6611-4ad3-81cb-3fa6ebc1e0e9,42257.0,16153.0,11439.0,864.09,20.45,0.05,0.08
2025-05-15,LinkedIn,dc37a546-778c-47a5-9c6e-de7619804aa4,78597.0,20722.0,14259.0,194.13,2.47,0.01,0.01
2025-04-25,Meta Ads,73a3e391-14e8-4a98-9aec-c54250a73f13,38681.0,6687.0,169.0,4733.79,122.38,0.71,28.01
2025-06-26,LinkedIn,74594277-d3b2-4ab1-a668-8e50875a5f9e,58316.0,48198.0,22256.0,9723.71,166.74,0.2,0.44
2025-07-03,Google Ads,72862ae0-e496-4185-a30a-ad5525277d88,40367.0,20311.0,10106.0,5126.15,126.99,0.25,0.51
2025-05-02,LinkedIn,8yp0LlGO,36996.0,8103.0,750.0,6459.37,174.6,0.8,8.61
2025-06-20,LinkedIn,7c42cb8a-c9cf-4aed-916e-2b55abae3ff8,15461.0,10517.0,9533.0,6294.17,407.1,0.6,0.66
2025-05-02,Google Ads,8d248fe5-a55c-44e8-9045-62143bb86913,64886.0,52212.0,36613.0,1572.29,24.23,0.03,0.04
e4yRBr3i,Google Ads,d09dbf2e-3f63-40aa-a22d-d91e867cb8ea,8756.0,3391.0,714.0,383.07,43.75,0.11,0.54
2025-06-11,Twitter,940b975a-459d-4209-8d3a-edaa566dd963,48736.0,28402.0,4769.0,2221.07,45.57,0.08,0.47
2025-04-15,LinkedIn,c6a6a8cd-db99-41e3-a37f-cd87737cd7cb,56673.0,14007.0,4320.0,8095.23,142.84,0.58,1.87
2025-07-07,Meta Ads,1d4b3492-b9f7-4819-a524-bf3634d7adf2,99428.0,94779.0,358.0,5064.63,50.94,0.05,14.15
2025-05-09,Meta Ads,3c12daec-97c0-4a26-aef4-3b50a0059400,46254.0,21922.0,6692.0,8390.65,181.4,0.38,1.25
2025-05-10,Google Ads,c00aee7c-e566-4a67-ad7a-281f13f217d5,959.0,253.0,215.0,2324.36,2423.73,9.19,10.81
2025-05-07,Meta Ads,0bdf0df5-cdaf-41d9-94cf-f1d4f159b284,88913.0,56131.0,27477.0,7623.35,85.74,0.14,0.28
2025-04-18,Meta Ads,03549e94-4ab6-4ed3-b17f-4c839c26cc7d,48441.0,2468.0,362.0,6952.12,143.52,2.82,19.2
2025-06-30,LinkedIn,61568025-defb-4f26-9b37-ae30bb162032,29444.0,10901.0,9686.0,7365.33,250.15,0.68,0.76
2025-05-08,Google Ads,20f04ba7-ebd2-48bf-afe3-f7e1154ebaf6,55623.0,7415.0,7302.0,6377.56,114.66,0.86,0.87
