campaign_item_id,no_of_days,time,ext_service_id,ext_service_name,creative_id,creative_width,creative_height,search_tags,template_id,landing_page,advertiser_id,advertiser_name,network_id,approved_budget,advertiser_currency,channel_id,channel_name,max_bid_cpm,network_margin,campaign_budget_usd,impressions,clicks,stats_currency,currency_code,exchange_rate,media_cost_usd,position_in_content,unique_reach,total_reach,search_tag_cat,cmi_currency_code,timezone,weekday_cat,keywords
2766,97,2022-07-14,16,DV360,1245,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/statement-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,511,7,USD,USD,1,0.00073,,,,Youtube,USD,America/New_York,week_day,victorian jewelry
2766,98,2022-07-15,16,DV360,1245,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/women/bold-jewelry/,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,511,4,USD,USD,1,0.009415,,,,Youtube,USD,America/New_York,week_day,crystal jewelry
2766,99,2022-07-16,128,Facebook Ads,1245,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/costume-jewelry/,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,511,9,USD,USD,1,0.063131,,,,Youtube,USD,America/New_York,week_day,seashell jewelry
2766,100,2022-07-17,4,Google Ads,1245,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/women/vintage-inspired-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,512,7,USD,USD,1,0.086453,,,,Youtube,USD,America/New_York,week_end,huggie earrings
2766,101,2022-07-18,4,Google Ads,1245,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/long-necklaces-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,512,7,USD,USD,1,0.116384,,,,Youtube,USD,America/New_York,week_day,layered bracelets
2766,102,2022-07-19,128,Facebook Ads,1245,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/boho-jewelry/,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,514,2,USD,USD,1,0.345469,,,,Youtube,USD,America/New_York,week_day,initial jewelry
2766,103,2022-07-20,16,DV360,1245,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/vintage-inspired-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,513,4,USD,USD,1,0.147709,,,,Youtube,USD,America/New_York,week_day,clip-on earrings
2766,104,2022-07-21,16,DV360,1245,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/women/handmade-jewelry/,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,512,6,USD,USD,1,0.041256,,,,Youtube,USD,America/New_York,week_day,retro jewelry
2766,105,2022-07-22,128,Facebook Ads,1245,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/boho-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,514,11,USD,USD,1,0.227777,,,,Youtube,USD,America/New_York,week_day,seashell jewelry
2766,106,2022-07-23,16,DV360,1245,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/costume-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,516,10,USD,USD,1,0.471703,,,,Youtube,USD,America/New_York,week_day,dazzling jewelry
2766,107,2022-07-24,16,DV360,1245,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/dainty-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,514,10,USD,USD,1,0.205367,,,,Youtube,USD,America/New_York,week_end,layered earrings
2766,108,2022-07-25,4,Google Ads,1245,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/crystal-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,800.0,515,10,USD,USD,1,0.38909,,,,Youtube,USD,America/New_York,week_day,unique and trendy jewelry
2766,109,2022-07-26,4,Google Ads,1245,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/gemstone-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,800.0,515,5,USD,USD,1,0.342765,,,,Youtube,USD,America/New_York,week_day,fashionable jewelry
2766,110,2022-07-27,16,DV360,1245,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/layered-necklaces-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,800.0,511,6,USD,USD,1,0.098077,,,,Youtube,USD,America/New_York,week_day,holiday jewelry
2766,111,2022-07-28,4,Google Ads,1245,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/costume-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,800.0,513,7,USD,USD,1,0.22116,,,,Youtube,USD,America/New_York,week_day,crystal jewelry
2766,112,2022-07-29,128,Facebook Ads,1245,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/multi-strand-necklaces-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,800.0,513,10,USD,USD,1,0.212224,,,,Youtube,USD,America/New_York,week_day,funky jewelry
2766,113,2022-07-30,128,Facebook Ads,1245,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/gemstone-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,800.0,518,3,USD,USD,1,0.7017,,,,Youtube,USD,America/New_York,week_day,winter jewelry
2766,114,2022-07-31,16,DV360,1245,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/women/designer-inspired-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,515,5,USD,USD,1,0.454403,,,,Youtube,USD,America/New_York,week_end,affordable trendy jewelry
2766,115,2022-08-01,4,Google Ads,1245,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/crystal-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,800.0,515,6,USD,USD,1,0.362388,,,,Youtube,USD,America/New_York,week_day,trendy jewelry
2766,116,2022-08-02,16,DV360,1245,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/choker-necklaces-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,800.0,516,4,USD,USD,1,0.476549,,,,Youtube,USD,America/New_York,week_day,seasonal jewelry
2766,117,2022-08-03,128,Facebook Ads,1245,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/dainty-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,800.0,519,2,USD,USD,1,0.75549,,,,Youtube,USD,America/New_York,week_day,vintage-inspired jewelry
2766,118,2022-08-04,16,DV360,1245,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/mixed-metal-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,511,2,USD,USD,1,0.004394,,,,Youtube,USD,America/New_York,week_day,formal jewelry
2766,53,2022-05-31,4,Google Ads,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/delicate-bracelets-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,512,7,USD,USD,1,0.246294,,,,Youtube,USD,America/New_York,week_day,dazzling jewelry
2766,54,2022-06-01,4,Google Ads,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/pearl-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,513,2,USD,USD,1,0.448922,,,,Youtube,USD,America/New_York,week_day,minimalistic jewelry
2766,55,2022-06-02,16,DV360,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/statement-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,512,8,USD,USD,1,0.219895,,,,Youtube,USD,America/New_York,week_day,initial jewelry
2766,56,2022-06-03,128,Facebook Ads,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/unique-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,513,9,USD,USD,1,0.596532,,,,Youtube,USD,America/New_York,week_day,trendy jewelry
2766,57,2022-06-04,4,Google Ads,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/minimalist-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,512,2,USD,USD,1,0.081772,,,,Youtube,USD,America/New_York,week_day,handcrafted jewelry
2766,58,2022-06-05,128,Facebook Ads,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/boho-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,511,6,USD,USD,1,0.072718,,,,Youtube,USD,America/New_York,week_end,arm cuffs
2766,59,2022-06-06,128,Facebook Ads,1250,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/rhinestone-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,513,7,USD,USD,1,0.271828,,,,Youtube,USD,America/New_York,week_day,seashell jewelry
2766,60,2022-06-07,16,DV360,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/women/vintage-inspired-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,513,4,USD,USD,1,0.287362,,,,Youtube,USD,America/New_York,week_day,beach jewelry
2766,61,2022-06-08,4,Google Ads,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/women/affordable-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,513,8,USD,USD,1,0.348862,,,,Youtube,USD,America/New_York,week_day,layered bracelets
2766,62,2022-06-09,128,Facebook Ads,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/designer-inspired-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,512,5,USD,USD,1,0.243342,,,,Youtube,USD,America/New_York,week_day,casual jewelry
2766,63,2022-06-10,128,Facebook Ads,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/layered-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,513,2,USD,USD,1,0.237695,,,,Youtube,USD,America/New_York,week_day,dazzling jewelry
2766,64,2022-06-11,128,Facebook Ads,1250,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/costume-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,513,6,USD,USD,1,0.2583,,,,Youtube,USD,America/New_York,week_day,chic jewelry
2766,65,2022-06-12,16,DV360,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/choker-necklaces-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,512,7,USD,USD,1,0.175405,,,,Youtube,USD,America/New_York,week_end,initial jewelry
2766,66,2022-06-13,128,Facebook Ads,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/women/statement-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,512,4,USD,USD,1,0.096283,,,,Youtube,USD,America/New_York,week_day,zodiac jewelry
2766,67,2022-06-14,4,Google Ads,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/multi-strand-necklaces-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,511,4,USD,USD,1,0.185444,,,,Youtube,USD,America/New_York,week_day,art nouveau jewelry
2766,68,2022-06-15,16,DV360,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,513,9,USD,USD,1,0.182445,,,,Youtube,USD,America/New_York,week_day,zodiac jewelry
2766,69,2022-06-16,128,Facebook Ads,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/costume-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,512,2,USD,USD,1,0.051423,,,,Youtube,USD,America/New_York,week_day,long necklaces
2766,70,2022-06-17,4,Google Ads,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/beaded-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,511,7,USD,USD,1,0.131162,,,,Youtube,USD,America/New_York,week_day,costume jewelry
2766,71,2022-06-18,16,DV360,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/choker-necklaces-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,511,2,USD,USD,1,0.100675,,,,Youtube,USD,America/New_York,week_day,boho jewelry
2766,72,2022-06-19,16,DV360,1250,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/women/statement-jewelry/,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,515,7,USD,USD,1,0.22581,,,,Youtube,USD,America/New_York,week_end,boho jewelry
2766,73,2022-06-20,4,Google Ads,1250,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/layered-necklaces-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,519,2,USD,USD,1,0.846042,,,,Youtube,USD,America/New_York,week_day,edwardian jewelry
2766,74,2022-06-21,4,Google Ads,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/mixed-metal-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,519,4,USD,USD,1,0.7285,,,,Youtube,USD,America/New_York,week_day,beaded jewelry
2766,75,2022-06-22,16,DV360,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/women/minimalist-jewelry/,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,522,2,USD,USD,1,0.999814,,,,Youtube,USD,America/New_York,week_day,zodiac jewelry
2766,76,2022-06-23,4,Google Ads,1250,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/affordable-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,517,7,USD,USD,1,0.785972,,,,Youtube,USD,America/New_York,week_day,toe rings
2766,77,2022-06-24,128,Facebook Ads,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/designer-inspired-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,514,5,USD,USD,1,0.40958,,,,Youtube,USD,America/New_York,week_day,chunky jewelry
2766,78,2022-06-25,4,Google Ads,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/rhinestone-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,514,9,USD,USD,1,0.421395,,,,Youtube,USD,America/New_York,week_day,zodiac jewelry
2766,79,2022-06-26,128,Facebook Ads,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/costume-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,516,5,USD,USD,1,0.575928,,,,Youtube,USD,America/New_York,week_end,statement jewelry
2766,80,2022-06-27,128,Facebook Ads,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/beaded-bracelets-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,517,4,USD,USD,1,0.716802,,,,Youtube,USD,America/New_York,week_day,body piercings
2766,81,2022-06-28,128,Facebook Ads,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/hoop-earrings-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,515,9,USD,USD,1,0.553507,,,,Youtube,USD,America/New_York,week_day,modern jewelry
2766,82,2022-06-29,4,Google Ads,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/layered-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,523,6,USD,USD,1,1.941464,,,,Youtube,USD,America/New_York,week_day,funky jewelry
2766,83,2022-06-30,16,DV360,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,518,4,USD,USD,1,0.775454,,,,Youtube,USD,America/New_York,week_day,boho jewelry
2766,84,2022-07-01,4,Google Ads,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/cuff-bracelets-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,518,2,USD,USD,1,0.743834,,,,Youtube,USD,America/New_York,week_day,unique and trendy jewelry
2766,85,2022-07-02,16,DV360,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/beaded-bracelets-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,518,7,USD,USD,1,0.953402,,,,Youtube,USD,America/New_York,week_day,layered jewelry
2766,86,2022-07-03,16,DV360,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/unique-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,518,7,USD,USD,1,0.779597,,,,Youtube,USD,America/New_York,week_end,wedding jewelry
2766,87,2022-07-04,128,Facebook Ads,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/long-necklaces-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,515,9,USD,USD,1,0.34924,,,,Youtube,USD,America/New_York,week_day,layered jewelry
2766,88,2022-07-05,128,Facebook Ads,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/multi-strand-necklaces-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,514,6,USD,USD,1,0.274107,,,,Youtube,USD,America/New_York,week_day,nature-inspired jewelry
2766,89,2022-07-06,16,DV360,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/pearl-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,516,3,USD,USD,1,0.374976,,,,Youtube,USD,America/New_York,week_day,artisan jewelry
2766,90,2022-07-07,16,DV360,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/designer-inspired-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,519,9,USD,USD,1,0.886783,,,,Youtube,USD,America/New_York,week_day,holiday jewelry
2766,91,2022-07-08,4,Google Ads,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/bold-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,515,3,USD,USD,1,0.176593,,,,Youtube,USD,America/New_York,week_day,minimalist jewelry
2766,92,2022-07-09,16,DV360,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/women/fashion-jewelry,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,513,2,USD,USD,1,0.202648,,,,Youtube,USD,America/New_York,week_day,chic and affordable jewelry
2766,93,2022-07-10,16,DV360,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/long-necklaces-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,511,10,USD,USD,1,0.039388,,,,Youtube,USD,America/New_York,week_end,body chains
2766,94,2022-07-11,4,Google Ads,1250,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/rhinestone-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,513,6,USD,USD,1,0.193667,,,,Youtube,USD,America/New_York,week_day,sophisticated jewelry
2766,95,2022-07-12,4,Google Ads,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/pearl-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,513,8,USD,USD,1,0.178585,,,,Youtube,USD,America/New_York,week_day,body chains
2766,96,2022-07-13,128,Facebook Ads,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/multi-strand-necklaces-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,512,8,USD,USD,1,0.097434,,,,Youtube,USD,America/New_York,week_day,seasonal jewelry
2766,97,2022-07-14,16,DV360,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/mixed-metal-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,511,7,USD,USD,1,0.015372,,,,Youtube,USD,America/New_York,week_day,casual jewelry
2766,98,2022-07-15,128,Facebook Ads,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/statement-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,511,10,USD,USD,1,0.012944,,,,Youtube,USD,America/New_York,week_day,retro jewelry
2766,99,2022-07-16,128,Facebook Ads,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/women/fashion-jewelry/,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,511,7,USD,USD,1,0.025359,,,,Youtube,USD,America/New_York,week_day,gemstone jewelry
2766,100,2022-07-17,4,Google Ads,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/rhinestone-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,513,10,USD,USD,1,0.143561,,,,Youtube,USD,America/New_York,week_end,cuff bracelets
2766,101,2022-07-18,16,DV360,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/costume-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,512,2,USD,USD,1,0.138501,,,,Youtube,USD,America/New_York,week_day,birthstone jewelry
2766,102,2022-07-19,128,Facebook Ads,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/beaded-bracelets-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,513,5,USD,USD,1,0.21643,,,,Youtube,USD,America/New_York,week_day,bangles
2766,103,2022-07-20,4,Google Ads,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/costume-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,515,10,USD,USD,1,0.403572,,,,Youtube,USD,America/New_York,week_day,artisan jewelry
2766,104,2022-07-21,4,Google Ads,1250,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/layered-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,511,6,USD,USD,1,0.113238,,,,Youtube,USD,America/New_York,week_day,elegant jewelry
2766,105,2022-07-22,16,DV360,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/pearl-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,513,6,USD,USD,1,0.208957,,,,Youtube,USD,America/New_York,week_day,multi-strand necklaces
2766,106,2022-07-23,4,Google Ads,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/minimalist-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,512,8,USD,USD,1,0.14684,,,,Youtube,USD,America/New_York,week_day,ear cuffs
2766,107,2022-07-24,128,Facebook Ads,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/boho-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,516,7,USD,USD,1,0.743188,,,,Youtube,USD,America/New_York,week_end,chic and affordable jewelry
2766,108,2022-07-25,16,DV360,1250,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/unique-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,800.0,522,2,USD,USD,1,1.416917,,,,Youtube,USD,America/New_York,week_day,choker necklaces
2766,109,2022-07-26,128,Facebook Ads,1250,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/women/designer-inspired-jewelry/,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,800.0,518,9,USD,USD,1,0.817269,,,,Youtube,USD,America/New_York,week_day,beaded jewelry
2766,110,2022-07-27,16,DV360,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/statement-necklaces-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,800.0,513,10,USD,USD,1,0.517344,,,,Youtube,USD,America/New_York,week_day,elegant and modern jewelry
2766,111,2022-07-28,4,Google Ads,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/delicate-bracelets-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,800.0,519,6,USD,USD,1,1.296596,,,,Youtube,USD,America/New_York,week_day,fashion jewelry for women
2766,112,2022-07-29,4,Google Ads,1250,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/women/bold-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,516,4,USD,USD,1,0.626622,,,,Youtube,USD,America/New_York,week_day,dazzling jewelry
2766,113,2022-07-30,4,Google Ads,1250,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,515,4,USD,USD,1,0.415339,,,,Youtube,USD,America/New_York,week_day,bohemian jewelry
2766,114,2022-07-31,4,Google Ads,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/statement-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,800.0,519,12,USD,USD,1,0.852156,,,,Youtube,USD,America/New_York,week_end,huggie earrings
2766,115,2022-08-01,4,Google Ads,1250,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/women/fashion-jewelry,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,519,2,USD,USD,1,0.953314,,,,Youtube,USD,America/New_York,week_day,sophisticated jewelry
2766,116,2022-08-02,16,DV360,1250,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/pendant-necklaces-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,800.0,520,4,USD,USD,1,1.245622,,,,Youtube,USD,America/New_York,week_day,beaded bracelets
2766,117,2022-08-03,16,DV360,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/bold-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,516,3,USD,USD,1,0.469043,,,,Youtube,USD,America/New_York,week_day,minimalistic jewelry
2766,118,2022-08-04,4,Google Ads,1250,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/pearl-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,800.0,511,7,USD,USD,1,0.023235,,,,Youtube,USD,America/New_York,week_day,trendy and timeless jewelry
